team;transfermarkt_id;shirt_number;player_name;position;birth_date;age;club;height_cm;foot;international_caps;international_goals;debut_date;market_value;transfermarkt_url
Messico;532938;7;Luis Romo;Difensore centrale;05/06/1995;31;Deportivo Guadalajara;1,83m;destro;63;4;20/11/2019;3,00 mln €;https://www.transfermarkt.com/luis-romo/profil/spieler/532938
Messico;261503;8;Álvaro Fidalgo;Centrocampista;09/04/1997;29;Real Betis Balompié;1,75m;destro;4;-;29/03/2026;6,00 mln €;https://www.transfermarkt.com/alvaro-fidalgo/profil/spieler/261503
Messico;206040;9;Raúl Jiménez;Punta centrale;05/05/1991;35;FC Fulham;1,88m;destro;126;45;31/01/2013;3,00 mln €;https://www.transfermarkt.com/raul-jimenez/profil/spieler/206040
Messico;424689;10;Alexis Vega;Ala sinistra;25/11/1997;28;Deportivo Toluca;1,75m;destro;53;7;27/03/2019;8,00 mln €;https://www.transfermarkt.com/alexis-vega/profil/spieler/424689
Messico;552955;11;Santiago Gimenez;Punta centrale;18/04/2001;25;AC Milan;1,80m;sinistro;47;6;28/10/2021;18,00 mln €;https://www.transfermarkt.com/santiago-gimenez/profil/spieler/552955
Messico;356042;12;Carlos Acevedo;Portiere;19/04/1996;30;Santos Laguna;1,85m;destro;7;-;09/12/2021;2,80 mln €;https://www.transfermarkt.com/carlos-acevedo/profil/spieler/356042
Messico;29559;13;Guillermo Ochoa;Portiere;13/07/1985;40;AEL Limassol;1,85m;destro;153;-;14/12/2005;250 mila €;https://www.transfermarkt.com/guillermo-ochoa/profil/spieler/29559
Messico;837619;14;Armando González;Punta centrale;20/04/2003;23;Deportivo Guadalajara;1,82m;destro;7;1;19/11/2025;15,00 mln €;https://www.transfermarkt.com/armando-gonzalez/profil/spieler/837619
Messico;687558;15;Israel Reyes;Terzino destro;23/05/2000;26;CF América;1,81m;destro;34;2;09/12/2021;6,50 mln €;https://www.transfermarkt.com/israel-reyes/profil/spieler/687558
Messico;416090;16;Julián Quiñones;Punta centrale;24/03/1997;29;Al-Qadsiah FC;1,77m;destro;22;2;18/11/2023;14,00 mln €;https://www.transfermarkt.com/julian-quinones/profil/spieler/416090
Messico;334042;17;Orbelín Pineda;Centrocampista;24/03/1996;30;AEK Atene;1,69m;destro;92;12;07/09/2016;7,00 mln €;https://www.transfermarkt.com/orbelin-pineda/profil/spieler/334042
Messico;889435;18;Obed Vargas;Centrocampista;05/08/2005;20;Atlético de Madrid;1,75m;destro;6;-;16/10/2024;10,00 mln €;https://www.transfermarkt.com/obed-vargas/profil/spieler/889435
Messico;1155723;19;Gilberto Mora;Trequartista;14/10/2008;17;Club Tijuana;1,75m;destro;8;-;29/06/2025;10,00 mln €;https://www.transfermarkt.com/gilberto-mora/profil/spieler/1155723
Messico;1066953;20;Mateo Chávez;Terzino sinistro;12/05/2004;22;AZ Alkmaar;1,78m;sinistro;10;-;07/06/2025;4,00 mln €;https://www.transfermarkt.com/mateo-chavez/profil/spieler/1066953
Messico;540315;21;César Huerta;Ala sinistra;03/12/2000;25;RSC Anderlecht;1,71m;destro;26;3;10/09/2023;3,50 mln €;https://www.transfermarkt.com/cesar-huerta/profil/spieler/540315
Messico;347932;22;Guillermo Martínez;Punta centrale;15/03/1995;31;UNAM Pumas;1,91m;sinistro;12;3;17/12/2023;1,50 mln €;https://www.transfermarkt.com/guillermo-martinez/profil/spieler/347932
Messico;344854;23;Jesús Gallardo;Terzino sinistro;15/08/1994;31;Deportivo Toluca;1,74m;sinistro;122;3;09/10/2016;2,80 mln €;https://www.transfermarkt.com/jesus-gallardo/profil/spieler/344854
Messico;331059;24;Luis Chávez;Mediano;15/01/1996;30;Dinamo Mosca;1,78m;sinistro;45;5;28/04/2022;6,00 mln €;https://www.transfermarkt.com/luis-chavez/profil/spieler/331059
Messico;353583;25;Roberto Alvarado;Ala destra;07/09/1998;27;Deportivo Guadalajara;1,76m;sinistro;68;5;08/09/2018;7,50 mln €;https://www.transfermarkt.com/roberto-alvarado/profil/spieler/353583
Messico;724443;26;Brian Gutiérrez;Trequartista;17/06/2003;22;Deportivo Guadalajara;1,78m;destro;7;2;23/01/2026;8,00 mln €;https://www.transfermarkt.com/brian-gutierrez/profil/spieler/724443
Norvegia;73517;1;Ørjan Nyland;Portiere;10/09/1990;35;Siviglia FC;1,92m;destro;70;-;19/11/2013;800 mila €;https://www.transfermarkt.com/orjan-nyland/profil/spieler/73517
Norvegia;226524;2;Morten Thorsby;Centrocampista;05/05/1996;30;US Cremonese;1,88m;destro;31;-;11/11/2017;2,80 mln €;https://www.transfermarkt.com/morten-thorsby/profil/spieler/226524
Norvegia;328658;3;Kristoffer Ajer;Difensore centrale;17/04/1998;28;FC Brentford;1,98m;destro;51;2;23/03/2018;18,00 mln €;https://www.transfermarkt.com/kristoffer-ajer/profil/spieler/328658
Norvegia;367284;4;Leo Østigård;Difensore centrale;28/11/1999;26;Genoa CFC;1,83m;destro;37;1;25/03/2022;13,00 mln €;https://www.transfermarkt.com/leo-ostigard/profil/spieler/367284
Norvegia;661427;5;David Møller Wolfe;Terzino sinistro;23/04/2002;24;Wolverhampton Wanderers;1,85m;sinistro;21;1;16/11/2023;8,00 mln €;https://www.transfermarkt.com/david-moller-wolfe/profil/spieler/661427
Norvegia;308439;6;Patrick Berg;Mediano;24/11/1997;28;FK Bodø/Glimt;1,78m;destro;42;-;24/03/2021;8,00 mln €;https://www.transfermarkt.com/patrick-berg/profil/spieler/308439
Norvegia;238407;7;Alexander Sørloth;Punta centrale;05/12/1995;30;Atlético de Madrid;1,96m;sinistro;71;26;29/05/2016;18,00 mln €;https://www.transfermarkt.com/alexander-sorloth/profil/spieler/238407
Norvegia;333014;8;Sander Berge;Mediano;14/02/1998;28;FC Fulham;1,95m;destro;65;1;26/03/2017;25,00 mln €;https://www.transfermarkt.com/sander-berge/profil/spieler/333014
Norvegia;418560;9;Erling Haaland;Punta centrale;21/07/2000;25;Manchester City;1,95m;sinistro;49;55;05/09/2019;200,00 mln €;https://www.transfermarkt.com/erling-haaland/profil/spieler/418560
Norvegia;316264;10;Martin Ødegaard;Trequartista;17/12/1998;27;FC Arsenal;1,78m;sinistro;67;4;27/08/2014;65,00 mln €;https://www.transfermarkt.com/martin-odegaard/profil/spieler/316264
Norvegia;429983;11;Jørgen Strand Larsen;Punta centrale;06/02/2000;26;Crystal Palace;1,93m;destro;27;6;18/11/2020;40,00 mln €;https://www.transfermarkt.com/jorgen-strand-larsen/profil/spieler/429983
Norvegia;549378;12;Sander Tangvik;Portiere;29/11/2002;23;Amburgo SV;1,93m;destro;-;-;-;3,00 mln €;https://www.transfermarkt.com/sander-tangvik/profil/spieler/549378
Norvegia;380744;13;Egil Selvik;Portiere;30/07/1997;28;FC Watford;1,87m;sinistro;6;-;07/09/2023;1,50 mln €;https://www.transfermarkt.com/egil-selvik/profil/spieler/380744
Norvegia;223367;14;Fredrik Aursnes;Centrocampista;10/12/1995;30;Benfica Lisbona;1,81m;destro;21;1;06/06/2021;15,00 mln €;https://www.transfermarkt.com/fredrik-aursnes/profil/spieler/223367
Norvegia;364938;15;Fredrik Bjørkan;Terzino sinistro;21/08/1998;27;FK Bodø/Glimt;1,80m;sinistro;20;1;06/06/2021;3,50 mln €;https://www.transfermarkt.com/fredrik-bjorkan/profil/spieler/364938
Norvegia;583404;16;Marcus Pedersen;Terzino destro;16/07/2000;25;Torino FC;1,84m;destro;32;-;01/09/2021;3,50 mln €;https://www.transfermarkt.com/marcus-pedersen/profil/spieler/583404
Norvegia;464469;17;Torbjørn Heggem;Difensore centrale;12/01/1999;27;Bologna FC;1,92m;sinistro;14;-;13/10/2024;13,00 mln €;https://www.transfermarkt.com/torbjorn-heggem/profil/spieler/464469
Norvegia;564785;18;Kristian Thorstvedt;Centrocampista;13/03/1999;27;US Sassuolo;1,89m;sinistro;36;4;18/11/2020;12,00 mln €;https://www.transfermarkt.com/kristian-thorstvedt/profil/spieler/564785
Norvegia;647384;19;Thelo Aasgaard;Trequartista;02/05/2002;24;Glasgow Rangers;1,88m;destro;7;5;22/03/2025;2,80 mln €;https://www.transfermarkt.com/thelo-aasgaard/profil/spieler/647384
Norvegia;894914;20;Antonio Nusa;Ala sinistra;17/04/2005;21;RB Lipsia;1,83m;destro;23;8;07/09/2023;32,00 mln €;https://www.transfermarkt.com/antonio-nusa/profil/spieler/894914
Norvegia;670103;21;Andreas Schjelderup;Ala sinistra;01/06/2004;22;Benfica Lisbona;1,77m;destro;11;1;05/06/2024;30,00 mln €;https://www.transfermarkt.com/andreas-schjelderup/profil/spieler/670103
Norvegia;661207;22;Oscar Bobb;Ala destra;12/07/2003;22;FC Fulham;1,77m;sinistro;19;2;12/10/2023;28,00 mln €;https://www.transfermarkt.com/oscar-bobb/profil/spieler/661207
Norvegia;422355;23;Jens Petter Hauge;Ala sinistra;12/10/1999;26;FK Bodø/Glimt;1,84m;destro;15;1;11/10/2020;12,00 mln €;https://www.transfermarkt.com/jens-petter-hauge/profil/spieler/422355
Norvegia;737837;24;Sondre Langås;Difensore centrale;02/02/2001;25;Derby County;1,90m;destro;3;-;09/09/2024;4,00 mln €;https://www.transfermarkt.com/sondre-langas/profil/spieler/737837
Norvegia;743088;25;Henrik Falchener;Difensore centrale;08/05/2003;23;Viking FK;1,94m;destro;1;-;31/03/2026;6,00 mln €;https://www.transfermarkt.com/henrik-falchener/profil/spieler/743088
Norvegia;370789;26;Julian Ryerson;Terzino destro;17/11/1997;28;Borussia Dortmund;1,86m;destro;42;1;18/11/2020;25,00 mln €;https://www.transfermarkt.com/julian-ryerson/profil/spieler/370789
Nuova Zelanda;207843;1;Max Crocombe;Portiere;12/08/1993;32;FC Millwall;1,90m;destro;23;-;24/03/2018;1,00 mln €;https://www.transfermarkt.com/max-crocombe/profil/spieler/207843
Nuova Zelanda;149901;2;Tim Payne;Terzino destro;10/01/1994;32;Wellington Phoenix;1,79m;destro;51;3;27/05/2012;350 mila €;https://www.transfermarkt.com/tim-payne/profil/spieler/149901
Nuova Zelanda;207061;3;Francis de Vries;Terzino sinistro;28/11/1994;31;Auckland FC;1,81m;sinistro;18;1;16/11/2021;600 mila €;https://www.transfermarkt.com/francis-de-vries/profil/spieler/207061
Nuova Zelanda;1007720;4;Tyler Bindon;Difensore centrale;27/01/2005;21;Sheffield United;1,90m;destro;24;2;13/10/2023;3,50 mln €;https://www.transfermarkt.com/tyler-bindon/profil/spieler/1007720
Nuova Zelanda;81723;5;Michael Boxall;Difensore centrale;18/08/1988;37;Minnesota United FC;1,91m;destro;62;1;25/03/2011;150 mila €;https://www.transfermarkt.com/michael-boxall/profil/spieler/81723
Nuova Zelanda;345700;6;Joe Bell;Mediano;27/04/1999;27;Viking FK;1,82m;destro;31;1;14/11/2019;3,50 mln €;https://www.transfermarkt.com/joe-bell/profil/spieler/345700
Nuova Zelanda;617019;7;Matthew Garbett;Centrocampista;13/04/2002;24;Peterborough United;1,92m;destro;37;5;09/10/2021;450 mila €;https://www.transfermarkt.com/matthew-garbett/profil/spieler/617019
Nuova Zelanda;617018;8;Marko Stamenić;Centrocampista;19/02/2002;24;Swansea City;1,88m;destro;38;3;09/10/2021;3,00 mln €;https://www.transfermarkt.com/marko-stamenic/profil/spieler/617018
Nuova Zelanda;108725;9;Chris Wood;Punta centrale;07/12/1991;34;Nottingham Forest;1,91m;destro;89;45;03/06/2009;5,00 mln €;https://www.transfermarkt.com/chris-wood/profil/spieler/108725
Nuova Zelanda;350357;10;Sarpreet Singh;Trequartista;20/02/1999;27;Wellington Phoenix;1,80m;sinistro;27;3;24/03/2018;500 mila €;https://www.transfermarkt.com/sarpreet-singh/profil/spieler/350357
Nuova Zelanda;485672;11;Elijah Just;Ala destra;01/05/2000;26;Motherwell FC;1,76m;sinistro;43;9;14/11/2019;2,50 mln €;https://www.transfermarkt.com/elijah-just/profil/spieler/485672
Nuova Zelanda;617009;12;Alex Paulsen;Portiere;04/07/2002;23;Lechia Gdansk;1,93m;destro;7;-;18/06/2024;500 mila €;https://www.transfermarkt.com/alex-paulsen/profil/spieler/617009
Nuova Zelanda;469211;13;Liberato Cacace;Terzino sinistro;27/09/2000;25;Wrexham AFC;1,82m;sinistro;36;1;05/06/2018;2,50 mln €;https://www.transfermarkt.com/liberato-cacace/profil/spieler/469211
Nuova Zelanda;256019;14;Alex Rufer;Mediano;12/06/1996;29;Wellington Phoenix;1,80m;destro;25;-;07/09/2015;600 mila €;https://www.transfermarkt.com/alex-rufer/profil/spieler/256019
Nuova Zelanda;455425;15;Nando Pijnaker;Difensore centrale;25/02/1999;27;Auckland FC;1,85m;sinistro;24;-;17/11/2019;400 mila €;https://www.transfermarkt.com/nando-pijnaker/profil/spieler/455425
Nuova Zelanda;724809;16;Finn Surman;Difensore centrale;23/09/2003;22;Portland Timbers;1,90m;destro;18;2;17/11/2023;1,80 mln €;https://www.transfermarkt.com/finn-surman/profil/spieler/724809
Nuova Zelanda;50200;17;Kosta Barbarouses;Punta centrale;19/02/1990;36;Western Sydney Wanderers;1,71m;entrambi;75;10;19/11/2008;300 mila €;https://www.transfermarkt.com/kosta-barbarouses/profil/spieler/50200
Nuova Zelanda;539502;18;Ben Waine;Punta centrale;11/06/2001;24;Port Vale FC;1,85m;destro;31;9;18/03/2022;400 mila €;https://www.transfermarkt.com/ben-waine/profil/spieler/539502
Nuova Zelanda;617021;19;Ben Old;Terzino sinistro;13/08/2002;23;AS Saint Étienne;1,73m;sinistro;23;2;18/03/2022;1,80 mln €;https://www.transfermarkt.com/ben-old/profil/spieler/617021
Nuova Zelanda;400797;20;Callum McCowatt;Trequartista;30/04/1999;27;Silkeborg IF;1,80m;destro;31;4;14/11/2019;2,50 mln €;https://www.transfermarkt.com/callum-mccowatt/profil/spieler/400797
Nuova Zelanda;677509;21;Jesse Randall;Ala sinistra;19/08/2002;23;Auckland FC;1,76m;destro;10;2;18/06/2024;900 mila €;https://www.transfermarkt.com/jesse-randall/profil/spieler/677509
Nuova Zelanda;350347;22;Michael Woud;Portiere;16/01/1999;27;Auckland FC;1,96m;sinistro;6;-;07/06/2018;400 mila €;https://www.transfermarkt.com/michael-woud/profil/spieler/350347
Nuova Zelanda;203357;23;Ryan Thomas;Mediano;20/12/1994;31;PEC Zwolle;1,76m;destro;25;3;05/03/2014;650 mila €;https://www.transfermarkt.com/ryan-thomas/profil/spieler/203357
Nuova Zelanda;482204;24;Callan Elliot;Terzino destro;07/07/1999;26;Auckland FC;1,77m;destro;10;-;23/03/2023;450 mila €;https://www.transfermarkt.com/callan-elliot/profil/spieler/482204
Nuova Zelanda;1109358;25;Lachlan Bayliss;Centrocampista;24/07/2002;23;Newcastle United Jets;1,78m;destro;3;-;27/03/2026;550 mila €;https://www.transfermarkt.com/lachlan-bayliss/profil/spieler/1109358
Nuova Zelanda;54381;26;Tommy Smith;Difensore centrale;31/03/1990;36;Braintree Town;1,88m;sinistro;56;2;04/03/2010;50 mila €;https://www.transfermarkt.com/tommy-smith/profil/spieler/54381
Paesi Bassi;565093;1;Bart Verbruggen;Portiere;18/08/2002;23;Brighton & Hove Albion;1,93m;destro;28;-;13/10/2023;40,00 mln €;https://www.transfermarkt.com/bart-verbruggen/profil/spieler/565093
Paesi Bassi;420243;2;Jurriën Timber;Terzino destro;17/06/2001;24;FC Arsenal;1,79m;destro;23;-;02/06/2021;70,00 mln €;https://www.transfermarkt.com/jurrien-timber/profil/spieler/420243
Paesi Bassi;133179;3;Marten de Roon;Mediano;29/03/1991;35;Atalanta;1,86m;destro;43;1;13/11/2016;3,20 mln €;https://www.transfermarkt.com/marten-de-roon/profil/spieler/133179
Paesi Bassi;139208;4;Virgil van Dijk;Difensore centrale;08/07/1991;34;FC Liverpool;1,95m;destro;91;12;10/10/2015;15,00 mln €;https://www.transfermarkt.com/virgil-van-dijk/profil/spieler/139208
Paesi Bassi;177476;5;Nathan Aké;Difensore centrale;18/02/1995;31;Manchester City;1,80m;sinistro;59;5;31/05/2017;12,00 mln €;https://www.transfermarkt.com/nathan-ake/profil/spieler/177476
Paesi Bassi;576314;6;Jan Paul van Hecke;Difensore centrale;08/06/2000;25;Brighton & Hove Albion;1,89m;destro;11;-;10/09/2024;45,00 mln €;https://www.transfermarkt.com/jan-paul-van-hecke/profil/spieler/576314
Paesi Bassi;330659;7;Justin Kluivert;Trequartista;05/05/1999;27;AFC Bournemouth;1,73m;entrambi;12;-;26/03/2018;25,00 mln €;https://www.transfermarkt.com/justin-kluivert/profil/spieler/330659
Paesi Bassi;478573;8;Ryan Gravenberch;Mediano;16/05/2002;24;FC Liverpool;1,90m;destro;26;1;24/03/2021;80,00 mln €;https://www.transfermarkt.com/ryan-gravenberch/profil/spieler/478573
Paesi Bassi;228645;9;Wout Weghorst;Punta centrale;07/08/1992;33;Ajax Amsterdam;1,97m;destro;52;14;23/03/2018;2,00 mln €;https://www.transfermarkt.com/wout-weghorst/profil/spieler/228645
Paesi Bassi;167850;10;Memphis Depay;Punta centrale;13/02/1994;32;SC Corinthians Paulista;1,78m;destro;109;55;15/10/2013;7,00 mln €;https://www.transfermarkt.com/memphis-depay/profil/spieler/167850
Paesi Bassi;434675;11;Cody Gakpo;Ala sinistra;07/05/1999;27;FC Liverpool;1,93m;destro;49;19;21/06/2021;60,00 mln €;https://www.transfermarkt.com/cody-gakpo/profil/spieler/434675
Paesi Bassi;415381;12;Mats Wieffer;Terzino destro;16/11/1999;26;Brighton & Hove Albion;1,89m;destro;15;1;27/03/2023;25,00 mln €;https://www.transfermarkt.com/mats-wieffer/profil/spieler/415381
Paesi Bassi;646991;13;Robin Roefs;Portiere;17/01/2003;23;AFC Sunderland;1,93m;sinistro;1;-;03/06/2026;28,00 mln €;https://www.transfermarkt.com/robin-roefs/profil/spieler/646991
Paesi Bassi;460939;14;Tijjani Reijnders;Centrocampista;29/07/1998;27;Manchester City;1,78m;destro;31;7;07/09/2023;50,00 mln €;https://www.transfermarkt.com/tijjani-reijnders/profil/spieler/460939
Paesi Bassi;557459;15;Micky van de Ven;Difensore centrale;19/04/2001;25;Tottenham Hotspur;1,93m;sinistro;20;1;13/10/2023;50,00 mln €;https://www.transfermarkt.com/micky-van-de-ven/profil/spieler/557459
Paesi Bassi;372267;16;Guus Til;Trequartista;22/12/1997;28;PSV Eindhoven;1,88m;destro;6;1;26/03/2018;15,00 mln €;https://www.transfermarkt.com/guus-til/profil/spieler/372267
Paesi Bassi;339332;17;Noa Lang;Ala sinistra;17/06/1999;26;Galatasaray;1,76m;destro;15;3;08/10/2021;22,00 mln €;https://www.transfermarkt.com/noa-lang/profil/spieler/339332
Paesi Bassi;326029;18;Donyell Malen;Punta centrale;19/01/1999;27;AS Roma;1,78m;destro;52;13;06/09/2019;45,00 mln €;https://www.transfermarkt.com/donyell-malen/profil/spieler/326029
Paesi Bassi;473169;19;Brian Brobbey;Punta centrale;01/02/2002;24;AFC Sunderland;1,81m;destro;11;1;16/10/2023;30,00 mln €;https://www.transfermarkt.com/brian-brobbey/profil/spieler/473169
Paesi Bassi;360518;20;Teun Koopmeiners;Mediano;28/02/1998;28;Juventus FC;1,85m;sinistro;28;3;07/10/2020;14,00 mln €;https://www.transfermarkt.com/teun-koopmeiners/profil/spieler/360518
Paesi Bassi;326330;21;Frenkie de Jong;Centrocampista;12/05/1997;29;FC Barcellona;1,81m;destro;65;2;06/09/2018;35,00 mln €;https://www.transfermarkt.com/frenkie-de-jong/profil/spieler/326330
Paesi Bassi;321528;22;Denzel Dumfries;Terzino destro;18/04/1996;30;Inter;1,88m;destro;71;11;13/10/2018;25,00 mln €;https://www.transfermarkt.com/denzel-dumfries/profil/spieler/321528
Paesi Bassi;125714;23;Mark Flekken;Portiere;13/06/1993;32;Bayer 04 Leverkusen;1,95m;entrambi;11;-;26/03/2022;6,00 mln €;https://www.transfermarkt.com/mark-flekken/profil/spieler/125714
Paesi Bassi;474701;24;Crysencio Summerville;Ala sinistra;30/10/2001;24;West Ham United;1,72m;destro;1;-;03/06/2026;35,00 mln €;https://www.transfermarkt.com/crysencio-summerville/profil/spieler/474701
Paesi Bassi;904802;25;Jorrel Hato;Terzino sinistro;07/03/2006;20;Chelsea FC;1,82m;sinistro;8;-;21/11/2023;40,00 mln €;https://www.transfermarkt.com/jorrel-hato/profil/spieler/904802
Paesi Bassi;420213;26;Quinten Timber;Centrocampista;17/06/2001;24;Olympique Marsiglia;1,76m;destro;11;1;26/03/2024;25,00 mln €;https://www.transfermarkt.com/quinten-timber/profil/spieler/420213
Panama;76715;1;Luis Mejía;Portiere;16/03/1991;35;Club Nacional;1,93m;sinistro;56;-;07/06/2009;150 mila €;https://www.transfermarkt.com/luis-mejia/profil/spieler/76715
Panama;440383;2;César Blackman;Terzino destro;02/04/1998;28;Slovan Bratislava;1,74m;destro;39;3;23/03/2019;2,50 mln €;https://www.transfermarkt.com/cesar-blackman/profil/spieler/440383
Panama;698415;3;José Córdoba;Difensore centrale;03/06/2001;25;Norwich City;1,89m;sinistro;32;1;31/03/2022;5,00 mln €;https://www.transfermarkt.com/jose-cordoba/profil/spieler/698415
Panama;345716;4;Fidel Escobar;Difensore centrale;09/01/1995;31;Deportivo Saprissa;1,84m;destro;98;4;08/02/2015;350 mila €;https://www.transfermarkt.com/fidel-escobar/profil/spieler/345716
Panama;923177;5;Edgardo Fariña;Difensore centrale;19/10/2001;24;FC Pari Nizhniy Novgorod;1,95m;destro;17;-;13/03/2023;900 mila €;https://www.transfermarkt.com/edgardo-farina/profil/spieler/923177
Panama;419247;6;Cristian Martínez;Mediano;06/02/1997;29;Ironi Kiryat Shmona;1,70m;destro;65;2;18/02/2016;800 mila €;https://www.transfermarkt.com/cristian-martinez/profil/spieler/419247
Panama;425028;7;José Luis Rodríguez;Ala sinistra;19/06/1998;27;FC Juárez;1,80m;sinistro;69;8;30/05/2018;2,50 mln €;https://www.transfermarkt.com/jose-luis-rodriguez/profil/spieler/425028
Panama;375300;8;Adalberto Carrasquilla;Centrocampista;28/11/1998;27;UNAM Pumas;1,71m;destro;72;3;18/04/2018;4,00 mln €;https://www.transfermarkt.com/adalberto-carrasquilla/profil/spieler/375300
Panama;569205;9;Tomás Rodríguez;Punta centrale;09/03/1999;27;Deportivo Saprissa;1,83m;destro;13;4;01/05/2022;1,00 mln €;https://www.transfermarkt.com/tomas-rodriguez/profil/spieler/569205
Panama;243298;10;Ismael Díaz;Ala sinistra;12/05/1997;29;Club León FC;1,84m;destro;55;17;21/08/2014;1,80 mln €;https://www.transfermarkt.com/ismael-diaz/profil/spieler/243298
